,cash
4338,40.0
4339,30.0
4340,10.0
4341,10.0
4342,17.5
4343,7.5
4344,7.5
4345,7.5
4346,7.5
4347,7.5
4348,200.0
4349,190.0
4350,180.0
4351,160.0
4352,255.0
4353,245.0
4354,235.0
4355,215.0
4356,210.0
4357,195.0
4358,185.0
4359,185.0
4360,165.0
4361,165.0
4362,145.0
4363,125.0
4364,125.0
4365,125.0
4366,125.0
4367,125.0
4368,105.0
4369,95.0
4370,75.0
4371,190.0
4372,170.0
4373,160.0
4374,140.0
4375,120.0
4376,100.0
4377,90.0
4378,70.0
4379,205.0
4380,220.0
4381,200.0
4382,200.0
4383,180.0
4384,160.0
4385,130.0
4386,120.0
4387,110.0
4388,90.0
4389,70.0
4390,30.0
4391,5.0
4392,5.0
4393,5.0
4394,5.0
4395,5.0
4396,5.0
4397,5.0
4398,5.0
4399,195.0
4400,180.0
4401,170.0
4402,150.0
4403,280.0
4404,260.0
4405,250.0
4406,190.0
4407,190.0
4408,170.0
4409,170.0
4410,150.0
4411,275.0
4412,255.0
4413,310.0
4414,310.0
4415,290.0
4416,280.0
4417,280.0
4418,280.0
4419,260.0
4420,260.0
4421,260.0
4422,260.0
4423,250.0
4424,240.0
4425,240.0
4426,267.5
4427,257.5
4428,247.5
4429,247.5
4430,237.5
4431,227.5
4432,217.5
4433,217.5
4434,217.5
4435,212.5
4436,207.5
4437,207.5
4438,187.5
4439,187.5
4440,177.5
4441,157.5
4442,147.5
4443,127.5
4444,272.5
4445,252.5
4446,242.5
4447,242.5
4448,242.5
4449,232.5
4450,222.5
4451,222.5
4452,222.5
4453,212.5
4454,202.5
4455,192.5
4456,192.5
4457,182.5
4458,182.5
4459,162.5
4460,142.5
4461,122.5
4462,112.5
4463,112.5
4464,112.5
4465,102.5
4466,92.5
4467,72.5
4468,57.5
4469,57.5
4470,57.5
4471,47.5
4472,47.5
4473,27.5
4474,27.5
4475,200.0
4476,190.0
4477,180.0
4478,160.0
4479,160.0
4480,130.0
4481,120.0
4482,110.0
4483,90.0
4484,245.0
4485,225.0
4486,225.0
4487,205.0
4488,185.0
4489,165.0
4490,145.0
4491,125.0
4492,200.0
4493,180.0
4494,170.0
4495,150.0
4496,150.0
4497,130.0
4498,120.0
4499,100.0
4500,90.0
4501,70.0
4502,30.0
4503,30.0
4504,10.0
4505,10.0
4506,10.0
4507,190.0
4508,180.0
4509,175.0
4510,160.0
4511,150.0
4512,130.0
4513,310.0
4514,290.0
4515,280.0
4516,260.0
4517,260.0
4518,275.0
4519,255.0
4520,245.0
4521,225.0
4522,225.0
4523,205.0
4524,195.0
4525,175.0
4526,290.0
4527,270.0
4528,260.0
4529,240.0
4530,365.0
4531,345.0
4532,335.0
4533,315.0
4534,295.0
4535,295.0
4536,275.0
4537,265.0
4538,245.0
4539,205.0
4540,205.0
4541,185.0
4542,220.0
4543,210.0
4544,290.0
4545,275.0
4546,265.0
4547,265.0
4548,265.0
4549,245.0
4550,235.0
4551,215.0
4552,195.0
4553,175.0
4554,175.0
4555,155.0
4556,145.0
4557,135.0
4558,115.0
4559,335.0
4560,315.0
4561,305.0
4562,285.0
4563,400.0
4564,415.0
4565,430.0
4566,410.0
4567,445.0
4568,435.0
4569,425.0
4570,425.0
4571,520.0
4572,535.0
4573,515.0
4574,505.0
4575,485.0
4576,640.0
4577,620.0
4578,610.0
4579,590.0
4580,570.0
4581,550.0
4582,570.0
4583,550.0
4584,540.0
4585,520.0
4586,635.0
4587,650.0
4588,630.0
4589,620.0
4590,600.0
4591,560.0
4592,550.0
4593,540.0
4594,530.0
4595,510.0
4596,505.0
4597,490.0
4598,480.0
4599,460.0
4600,670.0
4601,650.0
4602,640.0
4603,620.0
4604,620.0
4605,610.0
4606,600.0
4607,580.0
4608,560.0
4609,520.0
4610,200.0
4611,190.0
4612,180.0
4613,160.0
4614,305.0
4615,295.0
4616,285.0
4617,265.0
4618,400.0
4619,390.0
4620,380.0
4621,340.0
4622,320.0
4623,300.0
4624,290.0
4625,290.0
4626,230.0
4627,230.0
4628,210.0
4629,190.0
4630,180.0
4631,170.0
4632,160.0
4633,160.0
4634,270.0
4635,255.0
4636,255.0
4637,235.0
4638,235.0
4639,215.0
4640,215.0
4641,215.0
4642,215.0
4643,195.0
4644,195.0
4645,175.0
4646,165.0
4647,145.0
4648,145.0
4649,125.0
4650,115.0
4651,95.0
4652,95.0
4653,95.0
4654,75.0
4655,65.0
4656,45.0
4657,155.0
4658,160.0
4659,150.0
4660,230.0
4661,215.0
4662,205.0
4663,185.0
4664,335.0
4665,315.0
4666,305.0
4667,285.0
4668,485.0
4669,465.0
4670,455.0
4671,435.0
4672,550.0
4673,530.0
4674,520.0
4675,500.0
4676,625.0
4677,605.0
4678,595.0
4679,575.0
4680,795.0
4681,775.0
4682,765.0
4683,745.0
4684,735.0
4685,715.0
4686,780.0
4687,770.0
4688,760.0
4689,745.0
4690,730.0
4691,770.0
4692,750.0
4693,740.0
4694,680.0
4695,680.0
4696,660.0
4697,660.0
4698,650.0
4699,640.0
4700,615.0
4701,595.0
4702,585.0
4703,565.0
4704,555.0
4705,545.0
4706,535.0
4707,505.0
4708,505.0
4709,495.0
4710,200.0
4711,190.0
4712,180.0
4713,180.0
4714,245.0
4715,235.0
4716,225.0
4717,205.0
4718,185.0
4719,145.0
4720,120.0
4721,115.0
4722,105.0
4723,85.0
4724,65.0
4725,65.0
4726,45.0
4727,35.0
4728,35.0
4729,35.0
4730,35.0
4731,25.0
4732,5.0
4733,200.0
4734,190.0
4735,180.0
4736,160.0
4737,335.0
4738,325.0
4739,315.0
4740,295.0
4741,275.0
4742,235.0
4743,195.0
4744,185.0
4745,185.0
4746,175.0
4747,155.0
4748,150.0
4749,145.0
4750,125.0
4751,115.0
4752,95.0
4753,95.0
4754,75.0
4755,65.0
4756,25.0
4757,195.0
4758,195.0
4759,185.0
4760,175.0
4761,155.0
4762,290.0
4763,270.0
4764,260.0
4765,240.0
4766,370.0
4767,340.0
4768,330.0
4769,320.0
4770,300.0
4771,280.0
4772,250.0
4773,240.0
4774,230.0
4775,210.0
4776,210.0
4777,190.0
4778,180.0
4779,160.0
4780,140.0
4781,120.0
4782,110.0
4783,90.0
4784,50.0
4785,30.0
4786,10.0
4787,10.0
4788,200.0
4789,215.0
4790,205.0
4791,195.0
4792,195.0
4793,185.0
4794,185.0
4795,185.0
4796,185.0
4797,145.0
4798,140.0
4799,125.0
4800,115.0
4801,95.0
4802,225.0
4803,215.0
4804,215.0
4805,215.0
4806,215.0
4807,205.0
4808,195.0
4809,175.0
4810,390.0
4811,380.0
4812,380.0
4813,380.0
4814,425.0
4815,415.0
4816,415.0
4817,415.0
4818,485.0
4819,475.0
4820,475.0
4821,435.0
4822,435.0
4823,425.0
4824,425.0
4825,415.0
4826,395.0
4827,375.0
4828,335.0
4829,295.0
4830,260.0
4831,240.0
4832,240.0
4833,240.0
4834,285.0
4835,275.0
4836,275.0
4837,275.0
4838,235.0
4839,215.0
4840,215.0
4841,210.0
4842,195.0
4843,185.0
4844,165.0
4845,275.0
4846,255.0
4847,255.0
4848,255.0
4849,310.0
4850,290.0
4851,280.0
4852,260.0
4853,240.0
4854,220.0
4855,210.0
4856,190.0
4857,370.0
4858,350.0
4859,350.0
4860,350.0
4861,350.0
4862,330.0
4863,330.0
4864,330.0
4865,330.0
4866,310.0
4867,300.0
4868,290.0
4869,270.0
4870,250.0
4871,250.0
4872,230.0
4873,230.0
4874,210.0
4875,190.0
4876,170.0
4877,160.0
4878,150.0
4879,140.0
4880,120.0
4881,100.0
4882,75.0
4883,50.0
4884,50.0
4885,30.0
4886,30.0
4887,10.0
4888,135.0
4889,115.0
4890,105.0
4891,95.0
4892,75.0
4893,75.0
4894,55.0
4895,45.0
4896,45.0
4897,25.0
4898,15.0
4899,15.0
4900,105.0
4901,120.0
4902,100.0
4903,200.0
4904,180.0
4905,170.0
4906,150.0
4907,310.0
4908,290.0
4909,280.0
4910,260.0
4911,445.0
4912,425.0
4913,415.0
4914,395.0
4915,375.0
4916,355.0
4917,345.0
4918,325.0
4919,325.0
4920,340.0
4921,330.0
4922,330.0
4923,320.0
4924,300.0
4925,290.0
4926,280.0
4927,260.0
4928,260.0
4929,250.0
4930,250.0
4931,250.0
4932,250.0
4933,235.0
4934,235.0
4935,225.0
4936,225.0
4937,205.0
4938,205.0
4939,205.0
4940,195.0
4941,195.0
4942,175.0
4943,115.0
4944,115.0
4945,105.0
4946,105.0
4947,105.0
4948,65.0
4949,25.0
4950,5.0
4951,5.0
4952,200.0
4953,190.0
4954,180.0
4955,140.0
4956,140.0
4957,120.0
4958,120.0
4959,120.0
4960,205.0
4961,185.0
4962,185.0
4963,185.0
4964,240.0
4965,220.0
4966,220.0
4967,220.0
4968,290.0
4969,270.0
4970,270.0
4971,270.0
4972,297.5
4973,287.5
4974,282.5
4975,267.5
4976,267.5
4977,267.5
4978,347.5
4979,317.5
4980,317.5
4981,307.5
4982,307.5
4983,287.5
4984,362.5
4985,352.5
4986,352.5
4987,332.5
4988,427.5
4989,417.5
4990,417.5
4991,417.5
4992,462.5
4993,452.5
4994,452.5
4995,442.5
4996,432.5
4997,422.5
4998,412.5
4999,412.5
5000,392.5
5001,387.5
5002,382.5
5003,382.5
5004,382.5
5005,382.5
5006,372.5
5007,372.5
5008,372.5
5009,392.5
5010,382.5
5011,382.5
5012,382.5
5013,382.5
5014,372.5
5015,362.5
5016,342.5
5017,302.5
5018,282.5
5019,297.5
5020,287.5
5021,287.5
5022,287.5
5023,247.5
5024,227.5
5025,217.5
5026,217.5
5027,217.5
5028,232.5
5029,232.5
5030,232.5
5031,227.5
5032,222.5
5033,222.5
5034,202.5
5035,272.5
5036,262.5
5037,262.5
5038,242.5
5039,222.5
5040,222.5
5041,202.5
5042,202.5
5043,182.5
5044,312.5
5045,292.5
5046,292.5
5047,272.5
5048,367.5
5049,347.5
5050,337.5
5051,317.5
5052,297.5
5053,277.5
5054,267.5
5055,247.5
5056,227.5
5057,212.5
5058,192.5
5059,192.5
5060,172.5
5061,200.0
5062,215.0
5063,205.0
5064,205.0
5065,205.0
5066,205.0
5067,185.0
5068,270.0
5069,260.0
5070,260.0
5071,240.0
5072,365.0
5073,355.0
5074,345.0
5075,325.0
5076,430.0
5077,420.0
5078,410.0
5079,410.0
5080,400.0
5081,390.0
5082,445.0
5083,440.0
5084,430.0
5085,410.0
5086,530.0
5087,520.0
5088,510.0
5089,490.0
5090,625.0
5091,605.0
5092,595.0
5093,575.0
5094,555.0
5095,545.0
5096,535.0
5097,515.0
5098,620.0
5099,600.0
5100,590.0
5101,570.0
5102,685.0
5103,665.0
5104,655.0
5105,645.0
5106,625.0
5107,605.0
5108,605.0
5109,565.0
5110,565.0
5111,555.0
5112,545.0
5113,545.0
5114,545.0
5115,545.0
5116,535.0
5117,525.0
5118,505.0
5119,505.0
5120,495.0
5121,495.0
5122,495.0
5123,525.0
5124,525.0
5125,515.0
5126,495.0
5127,585.0
5128,580.0
5129,570.0
5130,550.0
5131,650.0
5132,620.0
5133,620.0
5134,600.0
5135,685.0
5136,655.0
5137,655.0
5138,635.0
5139,615.0
5140,615.0
5141,595.0
5142,585.0
5143,565.0
5144,535.0
5145,535.0
5146,525.0
5147,485.0
5148,445.0
5149,440.0
5150,430.0
5151,410.0
5152,490.0
5153,505.0
5154,495.0
5155,485.0
5156,465.0
5157,555.0
5158,545.0
5159,535.0
5160,515.0
5161,600.0
5162,590.0
5163,610.0
5164,605.0
5165,600.0
5166,200.0
5167,190.0
5168,180.0
5169,160.0
5170,265.0
5171,245.0
5172,235.0
5173,215.0
5174,195.0
5175,185.0
5176,175.0
5177,165.0
5178,145.0
5179,295.0
5180,310.0
5181,300.0
5182,290.0
5183,270.0
5184,250.0
5185,230.0
5186,220.0
5187,200.0
5188,160.0
5189,140.0
5190,120.0
5191,110.0
5192,90.0
5193,195.0
5194,175.0
5195,165.0
5196,145.0
5197,345.0
5198,325.0
5199,315.0
5200,315.0
5201,330.0
5202,310.0
5203,300.0
5204,280.0
5205,260.0
5206,260.0
5207,240.0
5208,220.0
5209,210.0
5210,190.0
5211,160.0
5212,150.0
5213,140.0
5214,120.0
5215,100.0
5216,90.0
5217,75.0
5218,75.0
5219,55.0
5220,110.0
5221,90.0
5222,80.0
5223,60.0
5224,205.0
5225,185.0
5226,175.0
5227,155.0
5228,135.0
5229,415.0
5230,395.0
5231,385.0
5232,365.0
5233,520.0
5234,500.0
5235,480.0
5236,470.0
5237,450.0
5238,450.0
5239,430.0
5240,475.0
5241,465.0
5242,505.0
5243,490.0
5244,490.0
5245,470.0
5246,470.0
5247,470.0
5248,450.0
5249,450.0
5250,430.0
5251,430.0
5252,410.0
5253,400.0
5254,380.0
5255,510.0
5256,490.0
5257,490.0
5258,545.0
5259,525.0
5260,525.0
5261,515.0
5262,495.0
5263,495.0
5264,475.0
5265,465.0
5266,455.0
5267,445.0
5268,425.0
5269,420.0
5270,405.0
5271,395.0
5272,375.0
5273,355.0
5274,355.0
5275,335.0
5276,325.0
5277,305.0
5278,200.0
5279,190.0
5280,215.0
5281,205.0
5282,195.0
5283,175.0
5284,360.0
5285,345.0
5286,335.0
5287,315.0
5288,445.0
5289,425.0
5290,415.0
5291,395.0
5292,560.0
5293,540.0
5294,605.0
5295,585.0
5296,575.0
5297,555.0
5298,535.0
5299,550.0
5300,530.0
5301,520.0
5302,500.0
5303,755.0
5304,735.0
5305,725.0
5306,705.0
5307,870.0
5308,860.0
5309,895.0
5310,885.0
5311,875.0
5312,855.0
5313,1045.0
5314,1035.0
5315,1025.0
5316,1015.0
5317,995.0
5318,985.0
5319,980.0
5320,970.0
5321,960.0
5322,940.0
5323,920.0
5324,920.0
5325,890.0
5326,890.0
5327,870.0
5328,860.0
5329,840.0
5330,840.0
5331,830.0
5332,820.0
5333,810.0
5334,790.0
5335,750.0
5336,750.0
5337,730.0
5338,720.0
5339,700.0
5340,902.5
5341,892.5
5342,882.5
5343,862.5
5344,822.5
5345,822.5
5346,812.5
5347,792.5
5348,782.5
5349,762.5
5350,880.0
5351,870.0
5352,860.0
5353,840.0
5354,820.0
5355,800.0
5356,800.0
5357,790.0
5358,770.0
5359,860.0
5360,855.0
5361,845.0
5362,825.0
5363,915.0
5364,905.0
5365,895.0
5366,875.0
5367,1010.0
5368,1000.0
5369,990.0
5370,980.0
5371,960.0
5372,940.0
5373,930.0
5374,910.0
5375,900.0
5376,890.0
5377,870.0
5378,1105.0
5379,1095.0
5380,1075.0
5381,1065.0
5382,1045.0
5383,1040.0
5384,1035.0
5385,1035.0
5386,1065.0
5387,1080.0
5388,1070.0
5389,1050.0
5390,1040.0
5391,1020.0
5392,190.0
5393,180.0
5394,180.0
5395,180.0
5396,175.0
5397,190.0
5398,170.0
5399,170.0
5400,150.0
5401,140.0
5402,120.0
5403,100.0
5404,80.0
5405,70.0
5406,50.0
5407,185.0
5408,165.0
5409,155.0
5410,135.0
5411,135.0
5412,115.0
5413,105.0
5414,85.0
5415,215.0
5416,195.0
5417,185.0
5418,175.0
5419,155.0
5420,135.0
5421,115.0
5422,115.0
5423,95.0
5424,85.0
5425,65.0
5426,230.0
5427,210.0
5428,200.0
5429,180.0
5430,285.0
5431,275.0
5432,270.0
5433,255.0
5434,325.0
5435,305.0
5436,295.0
5437,275.0
5438,255.0
5439,235.0
5440,225.0
5441,205.0
5442,455.0
5443,435.0
5444,425.0
5445,405.0
5446,520.0
5447,490.0
5448,480.0
5449,470.0
5450,470.0
5451,450.0
5452,440.0
5453,420.0
5454,555.0
5455,535.0
5456,590.0
5457,605.0
5458,585.0
5459,575.0
5460,555.0
5461,655.0
5462,635.0
5463,625.0
5464,615.0
5465,595.0
5466,810.0
5467,825.0
5468,805.0
5469,795.0
5470,795.0
5471,775.0
5472,765.0
5473,765.0
5474,745.0
5475,735.0
5476,725.0
5477,705.0
5478,925.0
5479,905.0
5480,895.0
5481,895.0
5482,875.0
5483,865.0
5484,855.0
5485,835.0
5486,1020.0
5487,1035.0
5488,1025.0
5489,1025.0
5490,1005.0
5491,1080.0
5492,1070.0
5493,1060.0
5494,1050.0
5495,1030.0
5496,200.0
5497,190.0
5498,180.0
5499,160.0
5500,355.0
5501,345.0
5502,335.0
5503,315.0
5504,465.0
5505,450.0
5506,510.0
5507,490.0
5508,480.0
5509,460.0
5510,575.0
5511,545.0
5512,535.0
5513,535.0
5514,535.0
5515,535.0
5516,515.0
5517,505.0
5518,485.0
5519,485.0
5520,475.0
5521,465.0
5522,445.0
5523,540.0
5524,530.0
5525,520.0
5526,500.0
5527,595.0
5528,585.0
5529,575.0
5530,555.0
5531,535.0
5532,535.0
5533,525.0
5534,525.0
5535,505.0
5536,455.0
5537,445.0
5538,445.0
5539,445.0
5540,425.0
5541,420.0
5542,415.0
5543,415.0
5544,415.0
5545,415.0
5546,405.0
5547,405.0
5548,405.0
5549,395.0
5550,395.0
5551,395.0
5552,440.0
5553,430.0
5554,430.0
5555,430.0
5556,490.0
5557,480.0
5558,480.0
5559,480.0
5560,470.0
5561,450.0
5562,440.0
5563,430.0
5564,430.0
5565,585.0
5566,600.0
5567,615.0
5568,605.0
5569,660.0
5570,640.0
5571,640.0
5572,640.0
5573,695.0
5574,685.0
5575,685.0
5576,675.0
5577,675.0
5578,675.0
5579,675.0
5580,655.0
5581,635.0
5582,635.0
5583,635.0
5584,685.0
5585,665.0
5586,665.0
5587,700.0
5588,690.0
5589,685.0
5590,680.0
5591,680.0
5592,680.0
5593,720.0
5594,710.0
5595,710.0
5596,700.0
5597,680.0
5598,195.0
5599,190.0
5600,180.0
5601,170.0
5602,170.0
5603,170.0
5604,150.0
5605,140.0
5606,120.0
5607,330.0
5608,310.0
5609,300.0
5610,280.0
5611,480.0
5612,450.0
5613,440.0
5614,430.0
5615,410.0
5616,645.0
5617,625.0
5618,615.0
5619,595.0
5620,765.0
5621,745.0
5622,725.0
5623,715.0
5624,695.0
5625,995.0
5626,975.0
5627,975.0
5628,975.0
5629,975.0
5630,980.0
5631,975.0
5632,960.0
5633,960.0
5634,940.0
5635,1070.0
5636,1050.0
5637,1050.0
5638,1050.0
5639,1125.0
5640,1105.0
5641,1105.0
5642,1105.0
5643,1180.0
5644,1160.0
5645,1160.0
5646,1120.0
5647,1120.0
5648,1100.0
5649,1100.0
5650,1155.0
5651,1135.0
5652,1115.0
5653,1115.0
5654,1095.0
5655,1095.0
5656,1075.0
5657,1195.0
5658,1175.0
5659,1170.0
5660,1155.0
5661,1155.0
5662,1135.0
5663,1115.0
5664,1075.0
5665,1075.0
5666,1055.0
5667,1045.0
5668,1025.0
5669,1140.0
5670,1120.0
5671,1120.0
5672,1100.0
5673,1100.0
5674,1080.0
5675,1070.0
5676,1135.0
5677,1125.0
5678,1115.0
5679,1095.0
5680,1090.0
5681,1075.0
5682,1065.0
5683,1045.0
5684,1025.0
5685,1025.0
5686,1040.0
5687,1055.0
5688,1035.0
5689,1025.0
5690,1005.0
5691,1115.0
5692,1130.0
5693,1110.0
5694,1110.0
5695,1160.0
5696,1140.0
5697,1140.0
5698,1120.0
5699,200.0
5700,180.0
5701,265.0
5702,245.0
5703,300.0
5704,280.0
5705,260.0
5706,260.0
5707,260.0
5708,260.0
5709,250.0
5710,240.0
5711,220.0
5712,355.0
5713,335.0
5714,325.0
5715,305.0
5716,450.0
5717,445.0
5718,440.0
5719,440.0
5720,420.0
5721,400.0
5722,380.0
5723,380.0
5724,360.0
5725,360.0
5726,360.0
5727,360.0
5728,340.0
5729,330.0
5730,310.0
5731,445.0
5732,425.0
5733,415.0
5734,395.0
5735,395.0
5736,375.0
5737,375.0
5738,355.0
5739,320.0
5740,300.0
5741,290.0
5742,270.0
5743,270.0
5744,250.0
5745,250.0
5746,230.0
5747,230.0
5748,230.0
5749,230.0
5750,220.0
5751,220.0
5752,200.0
5753,180.0
5754,180.0
5755,170.0
5756,160.0
5757,160.0
5758,140.0
5759,135.0
5760,120.0
5761,120.0
5762,100.0
5763,270.0
5764,250.0
5765,240.0
5766,240.0
5767,240.0
5768,240.0
5769,255.0
5770,235.0
5771,235.0
5772,235.0
5773,310.0
5774,290.0
5775,290.0
5776,290.0
5777,370.0
5778,350.0
5779,350.0
5780,330.0
5781,330.0
5782,310.0
5783,310.0
5784,290.0
5785,415.0
5786,405.0
5787,395.0
5788,375.0
5789,495.0
5790,480.0
5791,480.0
5792,480.0
5793,460.0
5794,460.0
5795,440.0
5796,440.0
5797,440.0
5798,530.0
5799,545.0
5800,525.0
5801,525.0
5802,525.0
5803,575.0
5804,555.0
5805,555.0
5806,555.0
5807,665.0
5808,645.0
5809,635.0
5810,615.0
5811,595.0
5812,555.0
5813,200.0
5814,190.0
5815,190.0
5816,190.0
5817,170.0
5818,160.0
5819,140.0
5820,120.0
5821,120.0
5822,100.0
5823,80.0
5824,70.0
5825,70.0
5826,85.0
5827,65.0
5828,55.0
5829,15.0
5830,200.0
5831,190.0
5832,190.0
5833,190.0
5834,170.0
5835,160.0
5836,140.0
5837,140.0
5838,120.0
5839,110.0
5840,110.0
5841,110.0
5842,90.0
5843,80.0
5844,60.0
5845,215.0
5846,205.0
5847,195.0
5848,175.0
5849,310.0
5850,300.0
5851,290.0
5852,270.0
5853,370.0
5854,365.0
5855,355.0
5856,355.0
5857,415.0
5858,405.0
5859,395.0
5860,375.0
5861,480.0
5862,460.0
5863,450.0
5864,410.0
5865,370.0
5866,330.0
5867,330.0
5868,310.0
5869,300.0
5870,280.0
5871,395.0
5872,410.0
5873,390.0
5874,390.0
5875,440.0
5876,420.0
5877,420.0
5878,360.0
5879,350.0
5880,330.0
5881,320.0
5882,300.0
5883,280.0
5884,280.0
5885,260.0
5886,250.0
5887,250.0
5888,250.0
5889,230.0
5890,210.0
5891,200.0
5892,200.0
5893,180.0
5894,460.0
5895,450.0
5896,505.0
5897,490.0
5898,490.0
5899,495.0
5900,485.0
5901,475.0
5902,455.0
5903,600.0
5904,585.0
5905,575.0
5906,565.0
5907,545.0
5908,525.0
5909,505.0
5910,485.0
5911,465.0
5912,455.0
5913,435.0
5914,555.0
5915,570.0
5916,585.0
5917,600.0
5918,605.0
5919,595.0
5920,585.0
5921,565.0
5922,200.0
5923,190.0
5924,180.0
5925,160.0
5926,140.0
5927,120.0
5928,110.0
5929,110.0
5930,90.0
5931,80.0
5932,60.0
5933,20.0
5934,10.0
5935,10.0
5936,5.0
5937,200.0
5938,190.0
5939,170.0
5940,160.0
5941,160.0
5942,150.0
5943,130.0
5944,70.0
5945,70.0
5946,200.0
5947,190.0
5948,180.0
5949,160.0
5950,275.0
5951,265.0
5952,245.0
5953,235.0
5954,235.0
5955,225.0
5956,215.0
5957,205.0
5958,205.0
5959,185.0
5960,165.0
5961,135.0
5962,125.0
5963,115.0
5964,115.0
5965,75.0
5966,35.0
5967,35.0
5968,200.0
5969,190.0
5970,190.0
5971,190.0
5972,170.0
5973,170.0
5974,170.0
5975,160.0
5976,150.0
5977,130.0
5978,260.0
5979,240.0
5980,230.0
5981,210.0
5982,365.0
5983,345.0
5984,335.0
5985,325.0
5986,305.0
5987,300.0
5988,285.0
5989,275.0
5990,255.0
5991,385.0
5992,365.0
5993,355.0
5994,335.0
5995,490.0
5996,470.0
5997,460.0
5998,440.0
5999,645.0
6000,625.0
6001,615.0
6002,595.0
6003,535.0
6004,515.0
6005,530.0
6006,510.0
6007,490.0
6008,480.0
6009,460.0
6010,460.0
6011,440.0
6012,420.0
6013,415.0
6014,400.0
6015,480.0
6016,460.0
6017,505.0
6018,485.0
6019,475.0
6020,455.0
6021,570.0
6022,585.0
6023,565.0
6024,555.0
6025,530.0
6026,510.0
6027,500.0
6028,480.0
6029,615.0
6030,600.0
6031,590.0
6032,570.0
6033,730.0
6034,710.0
6035,765.0
6036,745.0
6037,800.0
6038,805.0
6039,795.0
6040,785.0
6041,775.0
6042,790.0
6043,770.0
6044,825.0
6045,840.0
6046,820.0
6047,810.0
6048,790.0
6049,885.0
6050,875.0
6051,865.0
6052,845.0
6053,945.0
6054,930.0
6055,920.0
6056,910.0
6057,890.0
6058,1010.0
6059,990.0
6060,980.0
6061,960.0
6062,950.0
6063,930.0
6064,920.0
6065,900.0
6066,200.0
6067,190.0
6068,180.0
6069,180.0
6070,235.0
6071,235.0
6072,215.0
6073,205.0
6074,185.0
6075,280.0
6076,270.0
6077,270.0
6078,250.0
6079,330.0
6080,315.0
6081,305.0
6082,285.0
6083,285.0
6084,265.0
6085,255.0
6086,235.0
6087,485.0
6088,465.0
6089,455.0
6090,415.0
6091,375.0
6092,315.0
6093,315.0
6094,295.0
6095,285.0
6096,265.0
6097,480.0
6098,460.0
6099,450.0
6100,410.0
6101,370.0
6102,370.0
6103,370.0
6104,350.0
6105,350.0
6106,350.0
6107,330.0
6108,330.0
6109,330.0
6110,320.0
6111,320.0
6112,320.0
6113,320.0
6114,315.0
6115,300.0
6116,290.0
6117,270.0
6118,380.0
6119,370.0
6120,370.0
6121,370.0
6122,370.0
6123,350.0
6124,350.0
6125,350.0
6126,350.0
6127,365.0
6128,345.0
6129,345.0
6130,345.0
6131,400.0
6132,395.0
6133,395.0
6134,375.0
6135,375.0
6136,375.0
6137,355.0
6138,355.0
6139,335.0
6140,425.0
6141,415.0
6142,415.0
6143,415.0
6144,415.0
6145,405.0
6146,405.0
6147,405.0
6148,405.0
6149,395.0
6150,395.0
6151,395.0
6152,395.0
6153,390.0
6154,375.0
6155,365.0
6156,365.0
6157,365.0
6158,380.0
6159,360.0
6160,360.0
6161,360.0
6162,405.0
6163,385.0
6164,385.0
6165,385.0
6166,475.0
6167,490.0
6168,470.0
6169,460.0
6170,200.0
6171,170.0
6172,160.0
6173,150.0
6174,130.0
6175,285.0
6176,265.0
6177,255.0
6178,235.0
6179,390.0
6180,370.0
6181,360.0
6182,350.0
6183,330.0
6184,570.0
6185,585.0
6186,565.0
6187,620.0
6188,620.0
6189,600.0
6190,590.0
6191,590.0
6192,695.0
6193,675.0
6194,740.0
6195,730.0
6196,720.0
6197,757.5
6198,757.5
6199,727.5
6200,727.5
6201,707.5
6202,687.5
6203,677.5
6204,657.5
6205,617.5
6206,577.5
6207,557.5
6208,547.5
6209,527.5
6210,732.5
6211,712.5
6212,702.5
6213,682.5
6214,822.5
6215,802.5
6216,792.5
6217,772.5
6218,772.5
6219,752.5
6220,742.5
6221,737.5
6222,717.5
6223,707.5
6224,687.5
6225,877.5
6226,867.5
6227,857.5
6228,837.5
6229,827.5
6230,802.5
6231,792.5
6232,772.5
6233,752.5
6234,727.5
6235,707.5
6236,697.5
6237,687.5
6238,667.5
6239,832.5
6240,832.5
6241,812.5
6242,802.5
6243,782.5
6244,937.5
6245,942.5
6246,932.5
6247,922.5
6248,902.5
6249,882.5
6250,842.5
6251,837.5
6252,812.5
6253,802.5
6254,782.5
6255,932.5
6256,947.5
6257,962.5
6258,942.5
6259,932.5
6260,912.5
6261,1017.5
6262,1007.5
6263,997.5
6264,977.5
6265,957.5
6266,917.5
6267,892.5
6268,877.5
6269,867.5
6270,847.5
6271,200.0
6272,190.0
6273,180.0
6274,160.0
6275,120.0
6276,100.0
6277,100.0
6278,80.0
6279,80.0
6280,80.0
6281,80.0
6282,60.0
6283,60.0
6284,50.0
6285,50.0
6286,30.0
6287,120.0
6288,120.0
6289,110.0
6290,90.0
6291,90.0
6292,65.0
6293,60.0
6294,50.0
6295,30.0
6296,30.0
6297,20.0
6298,20.0
6299,20.0
6300,20.0
6301,200.0
6302,190.0
6303,180.0
6304,160.0
6305,140.0
6306,140.0
6307,130.0
6308,120.0
6309,120.0
6310,80.0
6311,40.0
6312,40.0
6313,200.0
6314,190.0
6315,180.0
6316,160.0
6317,330.0
6318,320.0
6319,320.0
6320,310.0
6321,290.0
6322,270.0
