,cash
19026,170.0
19027,150.0
19028,150.0
19029,130.0
19030,120.0
19031,110.0
19032,90.0
19033,225.0
19034,215.0
19035,205.0
19036,185.0
19037,145.0
19038,105.0
19039,95.0
19040,85.0
19041,65.0
19042,80.0
19043,70.0
19044,60.0
19045,40.0
19046,205.0
19047,185.0
19048,175.0
19049,165.0
19050,145.0
19051,140.0
19052,125.0
19053,115.0
19054,95.0
19055,35.0
19056,35.0
19057,200.0
19058,170.0
19059,160.0
19060,160.0
19061,160.0
19062,330.0
19063,300.0
19064,290.0
19065,280.0
19066,280.0
19067,405.0
19068,375.0
19069,365.0
19070,355.0
19071,335.0
19072,520.0
19073,500.0
19074,480.0
19075,440.0
19076,420.0
19077,400.0
19078,380.0
19079,380.0
19080,380.0
19081,445.0
19082,425.0
19083,415.0
19084,395.0
19085,520.0
19086,500.0
19087,490.0
19088,470.0
19089,620.0
19090,615.0
19091,600.0
19092,590.0
19093,570.0
19094,720.0
19095,720.0
19096,700.0
19097,690.0
19098,670.0
19099,650.0
19100,640.0
19101,620.0
19102,620.0
19103,600.0
19104,580.0
19105,570.0
19106,570.0
19107,570.0
19108,550.0
19109,530.0
19110,520.0
19111,520.0
19112,500.0
19113,490.0
19114,470.0
19115,450.0
19116,430.0
19117,390.0
19118,370.0
19119,370.0
19120,385.0
19121,365.0
19122,355.0
19123,355.0
19124,335.0
19125,325.0
19126,305.0
19127,285.0
19128,285.0
19129,265.0
19130,255.0
19131,355.0
19132,340.0
19133,330.0
19134,310.0
19135,370.0
19136,350.0
19137,330.0
19138,310.0
19139,305.0
19140,320.0
19141,300.0
19142,380.0
19143,355.0
19144,345.0
19145,335.0
19146,335.0
19147,445.0
19148,425.0
19149,415.0
19150,395.0
19151,395.0
19152,375.0
19153,365.0
19154,345.0
19155,305.0
19156,295.0
19157,285.0
19158,275.0
19159,200.0
19160,190.0
19161,180.0
19162,160.0
19163,160.0
19164,150.0
19165,150.0
19166,150.0
19167,130.0
19168,120.0
19169,100.0
19170,360.0
19171,350.0
19172,350.0
19173,330.0
19174,465.0
19175,455.0
19176,455.0
19177,500.0
19178,490.0
19179,490.0
19180,470.0
19181,590.0
19182,580.0
19183,580.0
19184,580.0
19185,570.0
19186,560.0
19187,560.0
19188,560.0
19189,540.0
19190,515.0
19191,510.0
19192,510.0
19193,510.0
19194,550.0
19195,530.0
19196,530.0
19197,530.0
19198,520.0
19199,510.0
19200,490.0
19201,590.0
19202,580.0
19203,620.0
19204,610.0
19205,580.0
19206,580.0
19207,560.0
19208,560.0
19209,540.0
19210,530.0
19211,530.0
19212,625.0
19213,605.0
19214,595.0
19215,585.0
19216,585.0
19217,565.0
19218,555.0
19219,535.0
19220,515.0
19221,515.0
19222,495.0
19223,540.0
19224,520.0
19225,510.0
19226,490.0
19227,590.0
19228,575.0
19229,625.0
19230,605.0
19231,595.0
19232,595.0
19233,610.0
19234,615.0
19235,615.0
19236,605.0
19237,585.0
19238,565.0
19239,545.0
19240,525.0
19241,515.0
19242,495.0
19243,475.0
19244,490.0
19245,475.0
19246,465.0
19247,445.0
19248,555.0
19249,535.0
19250,525.0
19251,505.0
19252,610.0
19253,590.0
19254,580.0
19255,560.0
19256,660.0
19257,650.0
19258,640.0
19259,200.0
19260,180.0
19261,170.0
19262,150.0
19263,295.0
19264,265.0
19265,255.0
19266,245.0
19267,225.0
19268,185.0
19269,145.0
19270,125.0
19271,115.0
19272,95.0
19273,245.0
19274,225.0
19275,215.0
19276,195.0
19277,445.0
19278,425.0
19279,405.0
19280,395.0
19281,375.0
19282,335.0
19283,395.0
19284,375.0
19285,355.0
19286,345.0
19287,305.0
19288,265.0
19289,225.0
19290,740.0
19291,730.0
19292,720.0
19293,710.0
19294,690.0
19295,675.0
19296,670.0
19297,660.0
19298,640.0
19299,730.0
19300,730.0
19301,730.0
19302,730.0
19303,720.0
19304,755.0
19305,755.0
19306,745.0
19307,745.0
19308,735.0
19309,715.0
19310,710.0
19311,695.0
19312,695.0
19313,685.0
19314,715.0
19315,705.0
19316,695.0
19317,675.0
19318,655.0
19319,645.0
19320,635.0
19321,615.0
19322,662.5
19323,652.5
19324,642.5
19325,622.5
19326,592.5
19327,582.5
19328,572.5
19329,552.5
19330,647.5
19331,662.5
19332,652.5
19333,642.5
19334,642.5
19335,697.5
19336,687.5
19337,667.5
19338,657.5
19339,637.5
19340,617.5
19341,857.5
19342,872.5
19343,887.5
19344,200.0
19345,190.0
19346,180.0
19347,160.0
19348,245.0
19349,235.0
19350,225.0
19351,205.0
19352,330.0
19353,310.0
19354,300.0
19355,300.0
19356,290.0
19357,290.0
19358,290.0
19359,270.0
19360,260.0
19361,250.0
19362,250.0
19363,250.0
19364,330.0
19365,330.0
19366,330.0
19367,330.0
19368,370.0
19369,365.0
19370,365.0
19371,365.0
19372,365.0
19373,365.0
19374,345.0
19375,345.0
19376,345.0
19377,335.0
19378,335.0
19379,315.0
19380,390.0
19381,380.0
19382,380.0
19383,360.0
19384,360.0
19385,340.0
19386,340.0
19387,340.0
19388,300.0
19389,260.0
19390,240.0
19391,240.0
19392,220.0
19393,220.0
19394,220.0
19395,295.0
19396,275.0
19397,275.0
19398,255.0
19399,245.0
19400,235.0
19401,235.0
19402,235.0
19403,330.0
19404,305.0
19405,305.0
19406,305.0
19407,305.0
19408,285.0
19409,285.0
19410,285.0
19411,330.0
19412,310.0
19413,310.0
19414,290.0
19415,385.0
19416,365.0
19417,365.0
19418,365.0
19419,425.0
19420,405.0
19421,405.0
19422,405.0
19423,385.0
19424,385.0
19425,365.0
19426,445.0
19427,435.0
19428,435.0
19429,415.0
19430,495.0
19431,480.0
19432,480.0
19433,460.0
19434,460.0
19435,440.0
19436,440.0
19437,420.0
19438,570.0
19439,550.0
19440,550.0
19441,530.0
19442,625.0
19443,605.0
19444,605.0
19445,605.0
19446,655.0
19447,660.0
19448,650.0
19449,650.0
19450,645.0
19451,660.0
19452,640.0
19453,640.0
19454,640.0
19455,685.0
19456,665.0
19457,665.0
19458,625.0
19459,585.0
19460,200.0
19461,190.0
19462,170.0
19463,160.0
19464,140.0
19465,130.0
19466,120.0
19467,100.0
19468,80.0
19469,40.0
19470,35.0
19471,20.0
19472,10.0
19473,10.0
19474,10.0
19475,10.0
19476,200.0
19477,190.0
19478,180.0
19479,160.0
19480,160.0
19481,150.0
19482,140.0
19483,120.0
19484,100.0
19485,90.0
19486,90.0
19487,80.0
19488,70.0
19489,50.0
19490,230.0
19491,220.0
19492,210.0
19493,205.0
19494,220.0
19495,200.0
19496,190.0
19497,170.0
19498,320.0
19499,300.0
19500,290.0
19501,270.0
19502,405.0
19503,385.0
19504,375.0
19505,365.0
19506,345.0
19507,345.0
19508,335.0
19509,335.0
19510,315.0
19511,305.0
19512,295.0
19513,295.0
19514,295.0
19515,275.0
19516,275.0
19517,255.0
19518,235.0
19519,220.0
19520,210.0
19521,200.0
19522,200.0
19523,190.0
19524,180.0
19525,160.0
19526,275.0
19527,265.0
19528,265.0
19529,260.0
19530,245.0
19531,235.0
19532,225.0
19533,205.0
19534,475.0
19535,455.0
19536,510.0
19537,510.0
19538,490.0
19539,480.0
19540,470.0
19541,450.0
19542,410.0
19543,390.0
19544,360.0
19545,350.0
19546,340.0
19547,340.0
19548,320.0
19549,280.0
19550,260.0
19551,240.0
19552,240.0
19553,200.0
19554,180.0
19555,160.0
19556,150.0
19557,150.0
19558,150.0
19559,185.0
19560,175.0
19561,175.0
19562,175.0
19563,220.0
19564,210.0
19565,210.0
19566,210.0
19567,190.0
19568,160.0
19569,160.0
19570,160.0
19571,160.0
19572,140.0
19573,135.0
19574,130.0
19575,130.0
19576,130.0
19577,170.0
19578,160.0
19579,160.0
19580,140.0
19581,140.0
19582,120.0
19583,100.0
19584,80.0
19585,60.0
19586,20.0
19587,200.0
19588,190.0
19589,180.0
19590,160.0
19591,140.0
19592,120.0
19593,110.0
19594,90.0
19595,270.0
19596,260.0
19597,250.0
19598,240.0
19599,220.0
19600,180.0
19601,160.0
19602,140.0
19603,140.0
19604,130.0
19605,110.0
19606,110.0
19607,90.0
19608,90.0
19609,70.0
19610,70.0
19611,50.0
19612,40.0
19613,30.0
19614,10.0
19615,10.0
19616,7.5
19617,25.0
19618,5.0
19619,5.0
19620,5.0
19621,200.0
19622,190.0
19623,180.0
19624,170.0
19625,160.0
19626,160.0
19627,150.0
19628,130.0
19629,105.0
19630,90.0
19631,80.0
19632,70.0
19633,50.0
19634,30.0
19635,10.0
19636,195.0
19637,180.0
19638,170.0
19639,150.0
19640,280.0
19641,260.0
19642,250.0
19643,210.0
19644,190.0
19645,170.0
19646,160.0
19647,160.0
19648,140.0
19649,140.0
19650,130.0
19651,130.0
19652,130.0
19653,120.0
19654,110.0
19655,110.0
19656,185.0
19657,175.0
19658,165.0
19659,165.0
19660,145.0
19661,135.0
19662,115.0
19663,95.0
19664,75.0
19665,65.0
19666,45.0
19667,45.0
19668,25.0
19669,15.0
19670,5.0
19671,5.0
19672,5.0
19673,35.0
19674,15.0
19675,5.0
19676,5.0
19677,5.0
19678,5.0
19679,200.0
19680,180.0
19681,170.0
19682,170.0
19683,150.0
19684,150.0
19685,130.0
19686,110.0
19687,100.0
19688,80.0
19689,290.0
19690,270.0
19691,260.0
19692,240.0
19693,405.0
19694,385.0
19695,375.0
19696,355.0
19697,575.0
19698,565.0
19699,555.0
19700,535.0
19701,515.0
19702,510.0
19703,525.0
19704,495.0
19705,485.0
19706,485.0
19707,485.0
19708,485.0
19709,465.0
19710,455.0
19711,455.0
19712,610.0
19713,590.0
19714,580.0
19715,560.0
19716,695.0
19717,675.0
19718,655.0
19719,645.0
19720,625.0
19721,705.0
19722,685.0
19723,665.0
19724,665.0
19725,665.0
19726,665.0
19727,645.0
19728,700.0
19729,680.0
19730,670.0
19731,650.0
19732,630.0
19733,615.0
19734,590.0
19735,580.0
19736,580.0
19737,580.0
19738,560.0
19739,550.0
19740,530.0
19741,510.0
19742,490.0
19743,480.0
19744,460.0
19745,575.0
19746,555.0
19747,545.0
19748,545.0
19749,525.0
19750,515.0
19751,495.0
19752,655.0
19753,635.0
19754,625.0
19755,625.0
19756,605.0
19757,595.0
19758,575.0
19759,680.0
19760,670.0
19761,660.0
19762,640.0
19763,740.0
19764,715.0
19765,705.0
19766,705.0
19767,685.0
19768,875.0
19769,855.0
19770,845.0
19771,825.0
19772,1030.0
19773,1000.0
19774,990.0
19775,970.0
19776,970.0
19777,950.0
19778,940.0
19779,920.0
19780,1025.0
19781,1005.0
19782,1070.0
19783,1050.0
19784,1040.0
19785,1020.0
19786,1115.0
19787,1105.0
19788,1095.0
19789,1075.0
19790,200.0
19791,215.0
19792,205.0
19793,195.0
19794,195.0
19795,185.0
19796,165.0
19797,245.0
19798,230.0
19799,230.0
19800,230.0
19801,200.0
19802,190.0
19803,190.0
19804,170.0
19805,160.0
19806,140.0
19807,255.0
19808,235.0
19809,225.0
19810,205.0
19811,340.0
19812,320.0
19813,370.0
19814,340.0
19815,330.0
19816,320.0
19817,320.0
19818,300.0
19819,260.0
19820,230.0
19821,210.0
19822,200.0
19823,190.0
19824,170.0
19825,310.0
19826,295.0
19827,285.0
19828,265.0
19829,345.0
19830,325.0
19831,315.0
19832,420.0
19833,400.0
19834,390.0
19835,370.0
19836,485.0
19837,465.0
19838,520.0
19839,535.0
19840,520.0
19841,510.0
19842,490.0
19843,600.0
19844,580.0
19845,570.0
19846,570.0
19847,510.0
19848,510.0
19849,490.0
19850,480.0
19851,460.0
19852,630.0
19853,610.0
19854,600.0
19855,695.0
19856,685.0
19857,675.0
19858,635.0
19859,630.0
19860,615.0
19861,655.0
19862,635.0
19863,625.0
19864,605.0
19865,715.0
19866,695.0
19867,675.0
19868,675.0
19869,675.0
19870,750.0
19871,740.0
19872,780.0
19873,765.0
19874,765.0
19875,745.0
19876,865.0
19877,880.0
19878,860.0
19879,860.0
19880,840.0
19881,940.0
19882,955.0
19883,200.0
19884,190.0
19885,190.0
19886,170.0
19887,160.0
19888,140.0
19889,140.0
19890,120.0
19891,110.0
19892,90.0
19893,250.0
19894,240.0
19895,230.0
19896,210.0
19897,292.5
19898,272.5
19899,252.5
19900,242.5
19901,242.5
19902,242.5
19903,222.5
19904,212.5
19905,192.5
19906,357.5
19907,347.5
19908,337.5
19909,317.5
19910,277.5
19911,272.5
19912,257.5
19913,247.5
19914,227.5
19915,397.5
19916,377.5
19917,367.5
19918,347.5
19919,462.5
19920,442.5
19921,432.5
19922,412.5
19923,537.5
19924,552.5
19925,532.5
19926,522.5
19927,512.5
19928,492.5
19929,472.5
19930,452.5
19931,442.5
19932,422.5
19933,402.5
19934,362.5
19935,362.5
19936,342.5
19937,332.5
19938,312.5
19939,447.5
19940,427.5
19941,417.5
19942,397.5
19943,387.5
19944,377.5
19945,367.5
19946,347.5
19947,327.5
19948,302.5
19949,287.5
19950,367.5
19951,347.5
19952,337.5
19953,317.5
19954,462.5
19955,442.5
19956,422.5
19957,612.5
19958,592.5
19959,572.5
19960,562.5
19961,562.5
19962,552.5
19963,542.5
19964,502.5
19965,502.5
19966,502.5
19967,507.5
19968,507.5
19969,537.5
19970,532.5
19971,522.5
19972,502.5
19973,592.5
19974,582.5
19975,572.5
19976,552.5
19977,737.5
19978,727.5
19979,717.5
19980,697.5
19981,867.5
19982,857.5
19983,847.5
19984,827.5
19985,827.5
19986,817.5
19987,807.5
19988,787.5
19989,767.5
19990,782.5
19991,200.0
19992,190.0
19993,180.0
19994,160.0
19995,345.0
19996,360.0
19997,340.0
19998,330.0
19999,310.0
20000,420.0
20001,400.0
20002,390.0
20003,370.0
20004,350.0
20005,350.0
20006,330.0
20007,330.0
20008,310.0
20009,290.0
20010,250.0
20011,240.0
20012,230.0
20013,230.0
20014,210.0
20015,205.0
20016,190.0
20017,190.0
20018,170.0
20019,340.0
20020,320.0
20021,310.0
20022,290.0
20023,347.5
20024,327.5
20025,317.5
20026,277.5
20027,237.5
20028,237.5
20029,217.5
20030,262.5
20031,242.5
20032,242.5
20033,222.5
20034,222.5
20035,202.5
20036,192.5
20037,192.5
20038,192.5
20039,192.5
20040,172.5
20041,162.5
20042,162.5
20043,162.5
20044,287.5
20045,282.5
20046,277.5
20047,277.5
20048,277.5
20049,277.5
20050,267.5
20051,267.5
20052,267.5
20053,257.5
20054,257.5
20055,237.5
20056,252.5
20057,242.5
20058,232.5
20059,232.5
20060,307.5
20061,297.5
20062,297.5
20063,297.5
20064,257.5
20065,257.5
20066,247.5
20067,247.5
20068,237.5
20069,237.5
20070,237.5
20071,262.5
20072,262.5
20073,262.5
20074,262.5
20075,277.5
20076,272.5
20077,272.5
20078,272.5
20079,312.5
20080,302.5
20081,302.5
20082,282.5
20083,282.5
20084,272.5
20085,262.5
20086,242.5
20087,367.5
20088,347.5
20089,337.5
20090,317.5
20091,432.5
20092,412.5
20093,402.5
20094,382.5
20095,507.5
20096,487.5
20097,542.5
20098,532.5
20099,522.5
20100,502.5
20101,482.5
20102,532.5
20103,532.5
20104,522.5
20105,502.5
20106,200.0
20107,190.0
20108,235.0
20109,225.0
20110,215.0
20111,205.0
20112,195.0
20113,185.0
20114,175.0
20115,155.0
20116,305.0
20117,290.0
20118,280.0
20119,260.0
20120,400.0
20121,370.0
20122,360.0
20123,350.0
20124,330.0
20125,485.0
20126,465.0
20127,455.0
20128,455.0
20129,455.0
20130,445.0
20131,435.0
20132,415.0
20133,395.0
20134,385.0
20135,375.0
20136,375.0
20137,450.0
20138,440.0
20139,430.0
20140,410.0
20141,390.0
20142,380.0
20143,380.0
20144,380.0
20145,425.0
20146,415.0
20147,415.0
20148,405.0
20149,395.0
20150,375.0
20151,355.0
20152,325.0
20153,315.0
20154,355.0
20155,350.0
20156,340.0
20157,320.0
20158,300.0
20159,280.0
20160,260.0
20161,250.0
20162,230.0
20163,210.0
20164,190.0
20165,170.0
20166,170.0
20167,170.0
20168,400.0
20169,390.0
20170,380.0
20171,360.0
20172,450.0
20173,430.0
20174,420.0
20175,400.0
20176,380.0
20177,360.0
20178,350.0
20179,330.0
20180,310.0
20181,290.0
20182,270.0
20183,250.0
20184,255.0
20185,235.0
20186,225.0
20187,225.0
20188,330.0
20189,310.0
20190,300.0
20191,270.0
20192,260.0
20193,250.0
20194,230.0
20195,205.0
20196,190.0
20197,180.0
20198,180.0
20199,180.0
20200,140.0
20201,100.0
20202,80.0
20203,70.0
20204,50.0
20205,185.0
20206,165.0
20207,155.0
20208,135.0
20209,260.0
20210,230.0
20211,220.0
20212,210.0
20213,190.0
20214,455.0
20215,435.0
20216,425.0
20217,405.0
20218,535.0
20219,515.0
20220,505.0
20221,485.0
20222,465.0
20223,465.0
20224,465.0
20225,455.0
20226,445.0
20227,425.0
20228,200.0
20229,190.0
20230,180.0
20231,160.0
20232,120.0
20233,80.0
20234,60.0
20235,50.0
20236,30.0
20237,200.0
20238,190.0
20239,180.0
20240,140.0
20241,120.0
20242,100.0
20243,80.0
20244,70.0
20245,60.0
20246,50.0
20247,30.0
20248,200.0
20249,190.0
20250,180.0
20251,160.0
20252,140.0
20253,120.0
20254,110.0
20255,100.0
20256,80.0
20257,40.0
20258,20.0
20259,200.0
20260,190.0
20261,180.0
20262,160.0
20263,255.0
20264,270.0
20265,260.0
20266,250.0
20267,240.0
20268,240.0
20269,395.0
20270,385.0
20271,375.0
20272,355.0
20273,505.0
20274,490.0
20275,480.0
20276,460.0
20277,440.0
20278,380.0
20279,360.0
20280,350.0
20281,330.0
20282,320.0
20283,300.0
20284,260.0
20285,220.0
20286,200.0
20287,200.0
20288,180.0
20289,305.0
20290,285.0
20291,275.0
20292,265.0
20293,435.0
20294,415.0
20295,405.0
20296,385.0
20297,365.0
20298,345.0
20299,335.0
20300,325.0
20301,305.0
20302,305.0
20303,285.0
20304,330.0
20305,320.0
20306,310.0
20307,310.0
20308,400.0
20309,375.0
20310,365.0
20311,365.0
20312,365.0
20313,365.0
20314,345.0
20315,345.0
20316,325.0
20317,420.0
20318,410.0
20319,410.0
20320,390.0
20321,390.0
20322,370.0
20323,500.0
20324,515.0
20325,495.0
20326,540.0
20327,520.0
20328,510.0
20329,500.0
20330,480.0
20331,660.0
20332,640.0
20333,630.0
20334,620.0
20335,600.0
20336,595.0
20337,580.0
20338,570.0
20339,550.0
20340,565.0
20341,545.0
20342,535.0
20343,515.0
20344,630.0
20345,645.0
20346,645.0
20347,625.0
20348,615.0
20349,595.0
20350,700.0
20351,680.0
20352,725.0
20353,715.0
20354,705.0
20355,685.0
20356,675.0
20357,655.0
20358,615.0
20359,595.0
20360,595.0
20361,555.0
20362,510.0
20363,505.0
20364,495.0
20365,475.0
20366,635.0
20367,615.0
20368,595.0
20369,585.0
20370,565.0
20371,525.0
20372,485.0
20373,475.0
20374,465.0
20375,445.0
20376,200.0
20377,190.0
20378,180.0
20379,180.0
20380,160.0
20381,150.0
20382,140.0
20383,130.0
20384,110.0
20385,70.0
20386,50.0
20387,30.0
20388,190.0
20389,180.0
20390,170.0
20391,150.0
20392,370.0
20393,355.0
20394,345.0
20395,325.0
20396,465.0
20397,445.0
20398,435.0
20399,415.0
20400,585.0
20401,575.0
20402,565.0
20403,545.0
20404,675.0
20405,655.0
20406,655.0
20407,655.0
20408,765.0
20409,745.0
20410,745.0
20411,725.0
20412,820.0
20413,820.0
20414,800.0
20415,790.0
20416,790.0
20417,770.0
20418,710.0
20419,670.0
20420,660.0
20421,650.0
20422,640.0
20423,620.0
20424,710.0
20425,705.0
20426,700.0
20427,690.0
20428,670.0
20429,650.0
20430,650.0
20431,640.0
20432,630.0
20433,610.0
20434,590.0
20435,775.0
20436,765.0
20437,755.0
20438,735.0
20439,830.0
20440,820.0
20441,855.0
20442,835.0
20443,900.0
20444,880.0
20445,870.0
20446,870.0
20447,985.0
20448,985.0
20449,975.0
20450,955.0
20451,1040.0
20452,1035.0
20453,1025.0
20454,1005.0
20455,985.0
20456,965.0
20457,965.0
20458,955.0
20459,945.0
20460,925.0
20461,905.0
20462,885.0
20463,875.0
20464,865.0
20465,845.0
20466,980.0
20467,970.0
20468,1005.0
20469,1010.0
20470,1000.0
20471,990.0
20472,970.0
20473,965.0
20474,960.0
20475,950.0
20476,930.0
20477,910.0
20478,910.0
20479,890.0
20480,880.0
20481,870.0
20482,850.0
20483,945.0
20484,925.0
20485,915.0
20486,905.0
20487,885.0
20488,1040.0
20489,1070.0
20490,1070.0
20491,1060.0
20492,1050.0
20493,1030.0
20494,200.0
20495,190.0
20496,190.0
20497,170.0
20498,295.0
20499,275.0
20500,265.0
20501,245.0
20502,400.0
20503,380.0
20504,445.0
20505,425.0
20506,425.0
20507,405.0
20508,510.0
20509,490.0
20510,480.0
20511,460.0
20512,645.0
20513,645.0
20514,625.0
20515,615.0
20516,595.0
20517,585.0
20518,565.0
20519,525.0
20520,505.0
20521,485.0
20522,460.0
20523,440.0
20524,430.0
20525,410.0
20526,555.0
20527,545.0
20528,535.0
20529,515.0
20530,635.0
20531,620.0
20532,610.0
20533,590.0
20534,700.0
20535,680.0
20536,650.0
20537,650.0
20538,630.0
20539,620.0
20540,730.0
20541,710.0
20542,700.0
20543,680.0
20544,815.0
20545,795.0
20546,785.0
20547,765.0
20548,880.0
20549,870.0
20550,860.0
20551,840.0
20552,940.0
20553,915.0
20554,905.0
20555,905.0
20556,895.0
20557,895.0
20558,875.0
20559,855.0
20560,835.0
20561,815.0
20562,805.0
20563,900.0
20564,880.0
20565,955.0
20566,935.0
20567,925.0
20568,925.0
20569,925.0
20570,980.0
20571,970.0
20572,960.0
20573,960.0
20574,1070.0
20575,1070.0
20576,1070.0
20577,1070.0
20578,1050.0
20579,1110.0
20580,1110.0
20581,1110.0
20582,1100.0
20583,1100.0
20584,1090.0
20585,1090.0
20586,1125.0
20587,200.0
20588,200.0
20589,190.0
20590,180.0
20591,160.0
20592,160.0
20593,150.0
20594,140.0
20595,120.0
20596,215.0
20597,205.0
20598,205.0
20599,185.0
20600,275.0
20601,265.0
20602,295.0
20603,285.0
20604,285.0
20605,275.0
20606,265.0
20607,255.0
20608,235.0
20609,355.0
20610,350.0
20611,340.0
20612,320.0
20613,510.0
20614,500.0
20615,490.0
20616,470.0
20617,635.0
20618,615.0
20619,605.0
20620,585.0
20621,750.0
20622,730.0
20623,720.0
20624,720.0
20625,815.0
20626,795.0
20627,775.0
20628,770.0
20629,750.0
20630,740.0
20631,740.0
20632,720.0
20633,730.0
20634,710.0
20635,700.0
20636,690.0
20637,690.0
20638,780.0
20639,770.0
20640,760.0
20641,740.0
20642,840.0
20643,815.0
20644,805.0
20645,795.0
20646,775.0
20647,985.0
20648,965.0
20649,1010.0
20650,990.0
20651,1065.0
20652,1045.0
20653,1035.0
20654,1015.0
20655,1015.0
20656,1005.0
20657,1005.0
20658,975.0
20659,965.0
20660,965.0
20661,965.0
20662,925.0
20663,925.0
20664,915.0
20665,905.0
20666,885.0
20667,865.0
20668,845.0
20669,815.0
20670,805.0
20671,805.0
20672,805.0
20673,785.0
20674,780.0
20675,775.0
20676,775.0
20677,765.0
20678,755.0
20679,735.0
20680,715.0
20681,705.0
20682,745.0
20683,735.0
20684,775.0
20685,775.0
20686,765.0
20687,755.0
20688,195.0
20689,190.0
20690,180.0
20691,160.0
20692,360.0
20693,350.0
20694,340.0
20695,320.0
20696,475.0
20697,455.0
20698,445.0
20699,425.0
20700,605.0
20701,585.0
20702,575.0
20703,575.0
20704,685.0
20705,665.0
20706,655.0
20707,635.0
20708,820.0
20709,800.0
20710,780.0
20711,770.0
20712,770.0
20713,750.0
20714,805.0
20715,785.0
20716,775.0
20717,755.0
20718,715.0
20719,695.0
20720,695.0
20721,660.0
20722,640.0
20723,630.0
20724,610.0
20725,600.0
20726,580.0
20727,570.0
20728,560.0
20729,540.0
20730,520.0
20731,505.0
20732,495.0
20733,475.0
20734,455.0
20735,415.0
20736,395.0
20737,375.0
20738,365.0
20739,345.0
20740,530.0
20741,510.0
20742,490.0
20743,480.0
20744,460.0
20745,420.0
20746,380.0
20747,360.0
20748,350.0
20749,350.0
20750,415.0
20751,395.0
20752,385.0
20753,345.0
20754,305.0
20755,265.0
20756,225.0
20757,200.0
20758,190.0
20759,190.0
20760,170.0
20761,150.0
20762,90.0
20763,105.0
20764,85.0
20765,75.0
20766,55.0
20767,55.0
20768,35.0
20769,25.0
20770,5.0
20771,200.0
20772,190.0
20773,180.0
20774,160.0
20775,345.0
20776,335.0
20777,325.0
20778,305.0
20779,285.0
20780,245.0
20781,215.0
20782,205.0
20783,195.0
20784,175.0
20785,375.0
20786,360.0
20787,350.0
20788,330.0
20789,330.0
20790,320.0
20791,320.0
20792,300.0
20793,300.0
20794,290.0
20795,290.0
20796,270.0
20797,270.0
20798,250.0
20799,240.0
20800,220.0
20801,220.0
20802,235.0
20803,215.0
20804,270.0
20805,250.0
20806,305.0
20807,285.0
20808,275.0
20809,275.0
20810,255.0
20811,245.0
20812,225.0
20813,390.0
20814,370.0
20815,360.0
20816,340.0
20817,300.0
20818,300.0
20819,280.0
20820,280.0
20821,260.0
20822,250.0
20823,230.0
20824,540.0
20825,520.0
20826,520.0
20827,500.0
20828,500.0
20829,480.0
20830,480.0
20831,480.0
20832,480.0
20833,485.0
20834,465.0
20835,455.0
20836,455.0
20837,455.0
20838,575.0
20839,560.0
20840,560.0
20841,540.0
20842,620.0
20843,600.0
20844,600.0
20845,600.0
20846,685.0
20847,700.0
20848,680.0
20849,680.0
20850,680.0
20851,765.0
20852,745.0
20853,735.0
20854,735.0
20855,735.0
20856,735.0
20857,765.0
20858,750.0
20859,750.0
20860,750.0
20861,820.0
20862,800.0
20863,800.0
20864,800.0
20865,870.0
20866,860.0
20867,860.0
20868,860.0
20869,900.0
20870,915.0
20871,905.0
20872,905.0
20873,905.0
20874,200.0
20875,190.0
20876,180.0
20877,170.0
20878,170.0
20879,170.0
20880,160.0
20881,150.0
20882,130.0
20883,305.0
20884,285.0
20885,285.0
20886,265.0
20887,385.0
20888,375.0
20889,375.0
20890,375.0
20891,370.0
20892,355.0
20893,345.0
20894,325.0
20895,535.0
20896,515.0
20897,505.0
20898,485.0
20899,465.0
20900,465.0
20901,445.0
20902,435.0
20903,415.0
20904,395.0
20905,335.0
20906,315.0
20907,305.0
20908,285.0
20909,540.0
20910,520.0
20911,510.0
20912,490.0
20913,620.0
20914,600.0
20915,580.0
20916,570.0
20917,550.0
20918,550.0
20919,530.0
20920,520.0
20921,500.0
20922,480.0
20923,480.0
20924,465.0
20925,455.0
20926,435.0
20927,415.0
20928,375.0
20929,355.0
20930,335.0
20931,325.0
20932,305.0
20933,420.0
20934,400.0
20935,390.0
20936,370.0
20937,350.0
20938,570.0
20939,550.0
20940,550.0
20941,530.0
20942,520.0
20943,500.0
20944,460.0
20945,420.0
20946,435.0
20947,415.0
20948,405.0
20949,365.0
20950,345.0
20951,325.0
20952,305.0
20953,295.0
20954,275.0
20955,255.0
20956,235.0
20957,515.0
20958,495.0
20959,550.0
20960,540.0
20961,530.0
20962,520.0
20963,500.0
20964,490.0
20965,470.0
20966,700.0
20967,685.0
20968,675.0
20969,655.0
20970,825.0
20971,840.0
20972,820.0
20973,810.0
20974,790.0
20975,905.0
20976,920.0
20977,905.0
20978,895.0
20979,875.0
20980,200.0
20981,190.0
20982,180.0
20983,180.0
20984,170.0
20985,160.0
20986,140.0
20987,120.0
20988,120.0
20989,110.0
20990,110.0
20991,110.0
20992,90.0
20993,90.0
20994,80.0
20995,80.0
20996,70.0
20997,60.0
20998,40.0
20999,210.0
21000,200.0
21001,200.0
21002,190.0
21003,190.0
21004,190.0
21005,170.0
21006,150.0
21007,150.0
21008,145.0
21009,140.0
21010,180.0
21011,150.0
21012,140.0
21013,140.0
21014,140.0
21015,80.0
21016,80.0
21017,60.0
